name,houseNumbers,districtNumber,schoolId
Galliner Damm,gesamt,02,Grundschule+Ludwig+Renn
Geiselbergstr.,gesamt,02,Grundschule+Ludwig+Renn
Golmer Damm,gesamt,02,Grundschule+Ludwig+Renn
Golmer Fichten,gesamt,02,Grundschule+Ludwig+Renn
Grasmückenring,gesamt,02,Grundschule+Ludwig+Renn
Habichtweg Golm,gesamt,02,Grundschule+Ludwig+Renn
In der Feldmark,gesamt,02,Grundschule+Ludwig+Renn
In der Heide,gesamt,02,Grundschule+Ludwig+Renn
Jägerstr. Golm,gesamt,02,Grundschule+Ludwig+Renn
Kahlenbergstr.,gesamt,02,Grundschule+Ludwig+Renn
Kaiser-Friedrich-Str.,gesamt,02,Grundschule+Ludwig+Renn
Karl-Liebknecht-Str. Golm,gesamt,02,Grundschule+Ludwig+Renn
Käuzchenweg Golm,gesamt,02,Grundschule+Ludwig+Renn
Kirschenstieg,gesamt,02,Grundschule+Ludwig+Renn
Kleiberweg,gesamt,02,Grundschule+Ludwig+Renn
Kossätenweg,gesamt,02,Grundschule+Ludwig+Renn
Krumme Str.,gesamt,02,Grundschule+Ludwig+Renn
Kuhfortdamm,gesamt,02,Grundschule+Ludwig+Renn
Kuhforter Damm Eiche,gesamt,02,Grundschule+Ludwig+Renn
Lindengrund,gesamt,02,Grundschule+Ludwig+Renn
Lindstedter Str.,gesamt,02,Grundschule+Ludwig+Renn
Mehlbeerenweg,gesamt,02,Grundschule+Ludwig+Renn
Meisenweg Golm,gesamt,02,Grundschule+Ludwig+Renn
Pirolweg,gesamt,02,Grundschule+Ludwig+Renn
Reiherbergstr.,gesamt,02,Grundschule+Ludwig+Renn
Ritterstr.,gesamt,02,Grundschule+Ludwig+Renn
Rosenstieg,gesamt,02,Grundschule+Ludwig+Renn
Roßkastanienstr.,gesamt,02,Grundschule+Ludwig+Renn
Schlehenstieg,gesamt,02,Grundschule+Ludwig+Renn
Schwalbenhof,gesamt,02,Grundschule+Ludwig+Renn
Siedlungsweg,gesamt,02,Grundschule+Ludwig+Renn
Spechtweg,gesamt,02,Grundschule+Ludwig+Renn
Sperberweg,gesamt,02,Grundschule+Ludwig+Renn
Sperlingsweg,gesamt,02,Grundschule+Ludwig+Renn
Storchenhof,gesamt,02,Grundschule+Ludwig+Renn
Taubenbogen,gesamt,02,Grundschule+Ludwig+Renn
Thomas-Müntzer-Str.,gesamt,02,Grundschule+Ludwig+Renn
Thujaweg,gesamt,02,Grundschule+Ludwig+Renn
Turmfalkenweg,gesamt,02,Grundschule+Ludwig+Renn
Vogelbeerenweg,gesamt,02,Grundschule+Ludwig+Renn
Wacholderstieg,gesamt,02,Grundschule+Ludwig+Renn
Weg nach Bornim,gesamt,02,Grundschule+Ludwig+Renn
Weinmeisterstr.,gesamt,02,Grundschule+Ludwig+Renn
Weißdornweg,gesamt,02,Grundschule+Ludwig+Renn
Wildapfelweg,gesamt,02,Grundschule+Ludwig+Renn
Wildbirnenweg,gesamt,02,Grundschule+Ludwig+Renn
Wildkirschenweg,gesamt,02,Grundschule+Ludwig+Renn
Winkelhof,gesamt,02,Grundschule+Ludwig+Renn
Zum Düsteren Teich,gesamt,02,Grundschule+Ludwig+Renn
Zum Großen Herzberg,gesamt,02,Grundschule+Ludwig+Renn
Zum Mühlenteich,gesamt,02,Grundschule+Ludwig+Renn
Allee nach Glienicke,ung. 15-47 ; ger. 2-4,16,Grundschule+Bruno+H.+B%C3%BCrgel
Alt Nowawes,ung. 31-107 ; ger. 22-130,16,Grundschule+Bruno+H.+B%C3%BCrgel
Am Böttcherberg,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Am Waldrand,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
An der Alten Brauerei,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
An der Sternwarte,ung. 1-11 ; ger. 2-16,16,Grundschule+Bruno+H.+B%C3%BCrgel
Bendastr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Bruno-H.-Bürgel-Str.,ung. 1 ; ger. 4-80,16,Grundschule+Bruno+H.+B%C3%BCrgel
Concordiaweg,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Donarstr.,ger. 34-40,16,Grundschule+Bruno+H.+B%C3%BCrgel
GA Am Sportplatz,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
GA Babelsberg 1912,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
GA Babelsberg-Nord,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
GA Freie Scholle,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
GA Hoffnung,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
GA Klein-Glienicke,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Garnstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Glienicker Winkel,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Grenzstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Griebnitzstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Hermann-Maaß-Str.,ger. 56-64,16,Grundschule+Bruno+H.+B%C3%BCrgel
Hoher Weg,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Jutestr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Karl-Gruhl-Str.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Karl-Liebknecht-Str.,ung. 7-135 ; ger. 6-134A,16,Grundschule+Bruno+H.+B%C3%BCrgel
Karl-Marx-Str.,ung. 35A-35B,16,Grundschule+Bruno+H.+B%C3%BCrgel
Kolonie Eigenland,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Kreuzstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Lankestr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Louis-Nathan-Allee,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Lutherstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Mövenstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Mühlenstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Müllerstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Neue Str.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Obere Donarstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Park Babelsberg,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Pasteurstr.,ung. 1-21 ; ger. 28-44,16,Grundschule+Bruno+H.+B%C3%BCrgel
Pasteurstr.,ung. 27-43 ; ger. 2-22,16,Grundschule+Bruno+H.+B%C3%BCrgel
Plantagenplatz,ung. 1-3 ; ger. 2-4,16,Grundschule+Bruno+H.+B%C3%BCrgel
Plantagenstr.,ung. 21-33 ; ger. 22-30F,16,Grundschule+Bruno+H.+B%C3%BCrgel
Rosa-Luxemburg-Str.,ung. 17-17C ; ger. 16-16B,16,Grundschule+Bruno+H.+B%C3%BCrgel
Rud.-Breitscheid-Str.,ung. 39-85A ; ger. 2-84,16,Grundschule+Bruno+H.+B%C3%BCrgel
Rud.-Breitscheid-Str.,7 ,16,Grundschule+Bruno+H.+B%C3%BCrgel
Scheffelstr.,ger. 40-42,16,Grundschule+Bruno+H.+B%C3%BCrgel
Schornsteinfegergasse,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Semmelweisstr.,ung. 1-39 ; ger. 2-40,16,Grundschule+Bruno+H.+B%C3%BCrgel
Spindelstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Spitzweggasse,ger. 2-2A,16,Grundschule+Bruno+H.+B%C3%BCrgel
Tannenstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Tannenweg,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Theodor-Hoppe-Weg,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Tuchmacherstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Turnstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Waldmüllerstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Wannseestr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Weberplatz,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Wichgrafstr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Wilhelm-Leuschner-Str.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Wollestr.,gesamt,16,Grundschule+Bruno+H.+B%C3%BCrgel
Alt Drewitz,gesamt,20,Grundschule+Am+Priesterweg
Am Hirtengraben,ohne HNr.,20,Grundschule+Am+Priesterweg
Asta-Nielsen-Str.,gesamt,20,Grundschule+Am+Priesterweg
Bebraer Str.,ung. 1-3,20,Grundschule+Am+Priesterweg
Conrad-Veidt-Str.,gesamt,20,Grundschule+Am+Priesterweg
Ed.-v.-Winterstein-Str.,gesamt,20,Grundschule+Am+Priesterweg
Erich-Engel-Weg,gesamt,20,Grundschule+Am+Priesterweg
Erich-Pommer-Str.,gesamt,20,Grundschule+Am+Priesterweg
Ernst-Busch-Platz,gesamt,20,Grundschule+Am+Priesterweg
Ernst-Lubitsch-Weg,gesamt,20,Grundschule+Am+Priesterweg
Friedrich-W.-Murnau-Str.,gesamt,20,Grundschule+Am+Priesterweg
Fritz-Lang-Str.,gesamt,20,Grundschule+Am+Priesterweg
GA Am Hirtengraben,gesamt,20,Grundschule+Am+Priesterweg
GA Sonnenland,gesamt,20,Grundschule+Am+Priesterweg
Gerlachstr.,gesamt,20,Grundschule+Am+Priesterweg
Guido-Seeber-Weg,gesamt,20,Grundschule+Am+Priesterweg
Günther-Simon-Str.,gesamt,20,Grundschule+Am+Priesterweg
Hans-Albers-Str.,gesamt,20,Grundschule+Am+Priesterweg
Hertha-Thiele-Weg,gesamt,20,Grundschule+Am+Priesterweg
In den Neuen Höfen,gesamt,20,Grundschule+Am+Priesterweg
Konrad-Wolf-Allee,ung. 1-63 ; ger. 2-50,20,Grundschule+Am+Priesterweg
Neuendorfer Str.,10 D,20,Grundschule+Am+Priesterweg
Neuendorfer Str.,ger. 2-8,20,Grundschule+Am+Priesterweg
Neuendorfer Str.,ung. 1-13 ; ger. 44-74,20,Grundschule+Am+Priesterweg
Neuendorfer Str.,ung. 15 D-17D; ger. 14D,20,Grundschule+Am+Priesterweg
Neuendorfer Str.,ung. 45 -73; ger. 12D,20,Grundschule+Am+Priesterweg
Nuthedamm,ung. 17-29 ; ger. 16-30,20,Grundschule+Am+Priesterweg
Oskar-Meßter-Str.,gesamt,20,Grundschule+Am+Priesterweg
Paul-Wegener-Str.,gesamt,20,Grundschule+Am+Priesterweg
Priesterweg,ung. 1-5 ; ger. 2-6,20,Grundschule+Am+Priesterweg
Robert-Baberske-Str.,gesamt,20,Grundschule+Am+Priesterweg
Slatan-Dudow-Str.,gesamt,20,Grundschule+Am+Priesterweg
Sterncenter,gesamt,20,Grundschule+Am+Priesterweg
Sternstr.,ung. 1-29B ; ger. 40-82,20,Grundschule+Am+Priesterweg
Sternstr.,ung. 39-81 ; ger. 2-28,20,Grundschule+Am+Priesterweg
Turmstr.,ung. 1-7 ; ger. 54-72,20,Grundschule+Am+Priesterweg
Turmstr.,ung. 55-71 ; ger. 2-10,20,Grundschule+Am+Priesterweg
Willi-Schiller-Weg,gesamt,20,Grundschule+Am+Priesterweg
Willy-A.-Kleinau-Weg,gesamt,20,Grundschule+Am+Priesterweg
Wolfgang-Staudte-Str.,gesamt,20,Grundschule+Am+Priesterweg
Zum Kirchsteigfeld,gesamt,20,Grundschule+Am+Priesterweg
Ahornstr.,gesamt,31,Goethe-Grundschule
Althoffstr.,gesamt,31,Goethe-Grundschule
An den Windmühlen,gesamt,31,Goethe-Grundschule
An der Sandscholle,ohne HNr.,31,Goethe-Grundschule
Anhaltstr.,gesamt,31,Goethe-Grundschule
Baberowweg,gesamt,31,Goethe-Grundschule
Beetzweg,gesamt,31,Goethe-Grundschule
Benzstr.,gesamt,31,Goethe-Grundschule
Biberweg,gesamt,31,Goethe-Grundschule
Dieselstr.,ung. 27-61 ; ger. 20-60,31,Goethe-Grundschule
Eichenweg,gesamt,31,Goethe-Grundschule
Fritz-Zubeil-Str.,gesamt,31,Goethe-Grundschule
Fultonstr.,gesamt,31,Goethe-Grundschule
GA Am Schlaatz,gesamt,31,Goethe-Grundschule
GA Glück Auf,gesamt,31,Goethe-Grundschule
GA Grüner Winkel,gesamt,31,Goethe-Grundschule
GA Moosgarten,gesamt,31,Goethe-Grundschule
GA Mühlengrund,gesamt,31,Goethe-Grundschule
GA Nuthe-Stern,gesamt,31,Goethe-Grundschule
GA Nuthestrand 1,gesamt,31,Goethe-Grundschule
GA Selbsthilfe,gesamt,31,Goethe-Grundschule
GA Uns genügts,gesamt,31,Goethe-Grundschule
Gartenstr.,gesamt,31,Goethe-Grundschule
Großbeerenstr.,ung. 29-205 ; ger. 26-152B,31,Goethe-Grundschule
Grünstr.,gesamt,31,Goethe-Grundschule
H.-v.-Kleist-Str.,gesamt,31,Goethe-Grundschule
Heideweg,gesamt,31,Goethe-Grundschule
Horstweg,ung. 1-3 ; ger. 2-10,31,Goethe-Grundschule
Jacques-Russ-Str.,gesamt,31,Goethe-Grundschule
Kleewall,gesamt,31,Goethe-Grundschule
Kleine Str.,gesamt,31,Goethe-Grundschule
Konsumhof,gesamt,31,Goethe-Grundschule
Kopernikusstr.,gesamt,31,Goethe-Grundschule
Lotte-Laserstein-Str.,gesamt,31,Goethe-Grundschule
Mitteldamm,gesamt,31,Goethe-Grundschule
Orenstein & Koppel Str.,gesamt,31,Goethe-Grundschule
Otterweg,gesamt,31,Goethe-Grundschule
Paul-Neumann-Str.,ung. 5-97,31,Goethe-Grundschule
Pestalozzistr.,gesamt,31,Goethe-Grundschule
Peter-Weiss-Platz,gesamt,31,Goethe-Grundschule
Prager Str.,gesamt,31,Goethe-Grundschule
Rudolf-Moos-Str.,gesamt,31,Goethe-Grundschule
Siemensstr.,ung. 7-37 ; ger. 10-38,31,Goethe-Grundschule
Stephensonstr.,gesamt,31,Goethe-Grundschule
Ulmenstr.,gesamt,31,Goethe-Grundschule
Walter-Klausch-Str.,gesamt,31,Goethe-Grundschule
Wattstr.,ger. 2-24,31,Goethe-Grundschule
Weidendamm,gesamt,31,Goethe-Grundschule
Wetzlarer Str.,gesamt,31,Goethe-Grundschule
Willi-Frohwein-Platz,gesamt,31,Goethe-Grundschule
Am Grünen Gitter,2 ,12,Gerhart-Hauptmann-Grundschule+Potsdam
Am Grünen Gitter,ung. 3-11 ; ger. 6-10,12,Gerhart-Hauptmann-Grundschule+Potsdam
Carl-v.-Ossietzky-Str.,gesamt,12,Gerhart-Hauptmann-Grundschule+Potsdam
Clara-Zetkin-Str.,gesamt,12,Gerhart-Hauptmann-Grundschule+Potsdam
Feuerbachstr.,ung. 15-33 ; ger. 14-32,12,Gerhart-Hauptmann-Grundschule+Potsdam
GA Hans-Sachs-Str.,gesamt,12,Gerhart-Hauptmann-Grundschule+Potsdam
GA Klein Sanssouci,gesamt,12,Gerhart-Hauptmann-Grundschule+Potsdam
Geschw.-Scholl-Str.,ung. 1-35 ; ger. 2-36,12,Gerhart-Hauptmann-Grundschule+Potsdam
Hans-Sachs-Str.,gesamt,12,Gerhart-Hauptmann-Grundschule+Potsdam
Im Park Sanssouci,gesamt,12,Gerhart-Hauptmann-Grundschule+Potsdam
Lennestr.,ung. 9-55 ; ger. 10-54,12,Gerhart-Hauptmann-Grundschule+Potsdam
Maulbeerallee,ung. 1-3 ; ger. 2-4A,12,Gerhart-Hauptmann-Grundschule+Potsdam
Meistersingerstr.,gesamt,12,Gerhart-Hauptmann-Grundschule+Potsdam
Nansenstr.,ung. 1-25 ; ger. 2-24,12,Gerhart-Hauptmann-Grundschule+Potsdam
Schopenhauerstr.,ung. 23 ; ger. 24,12,Gerhart-Hauptmann-Grundschule+Potsdam
Sellostr.,ung. 15B-29 ; ger. 16-30,12,Gerhart-Hauptmann-Grundschule+Potsdam
Zur Historischen Mühle,ohne HNr.,12,Gerhart-Hauptmann-Grundschule+Potsdam
Alleestr.,gesamt,24,Eisenhart-Schule
Am Neuen Garten,ger. 2-28,24,Eisenhart-Schule
Am Neuen Garten,ung. 1 -27; ger. 64,24,Eisenhart-Schule
Am Palais Lichtenau,gesamt,24,Eisenhart-Schule
Am Schragen,ohne HNr.,24,Eisenhart-Schule
Behlertstr.,ung. 5-31 ; ger. 4A-32,24,Eisenhart-Schule
Benkertstr.,gesamt,24,Eisenhart-Schule
Bertha-v.-Suttner-Str.,gesamt,24,Eisenhart-Schule
Beyerstr.,gesamt,24,Eisenhart-Schule
Birkenstr.,gesamt,24,Eisenhart-Schule
Dortustr.,ung. 1-9 ; ger. 66-74,24,Eisenhart-Schule
Dortustr.,ung. 65-73 ; ger. 2-10,24,Eisenhart-Schule
Eisenhartstr.,gesamt,24,Eisenhart-Schule
Friedrich-Ebert-Str.,ung. 21-91 ; ger. 20-92,24,Eisenhart-Schule
Glumestr.,ung. 7 ; ger. 6-8,24,Eisenhart-Schule
Große Weinmeisterstr.,ung. 1-15 ; ger. 52-64,24,Eisenhart-Schule
Große Weinmeisterstr.,ung. 51-63F ; ger. 2-14B,24,Eisenhart-Schule
Gutenbergstr.,ung. 59-101 ; ger. 60-102,24,Eisenhart-Schule
Hans-Thoma-Str.,ung. 9-13 ; ger. 10-14,24,Eisenhart-Schule
Hebbelstr.,ung. 3-55 ; ger. 2-56,24,Eisenhart-Schule
Hegelallee,ung. 1-9 ; ger. 44-56,24,Eisenhart-Schule
Hegelallee,ung. 45-57 ; ger. 2-10,24,Eisenhart-Schule
Helene-Lange-Str.,gesamt,24,Eisenhart-Schule
Hessestr.,ung. 1-9C ; ger. 10-18,24,Eisenhart-Schule
Hessestr.,ung. 11-19 ; ger. 2-8,24,Eisenhart-Schule
Im Neuen Garten,ung. 1-9 ; ger. 2-10,24,Eisenhart-Schule
Jägerallee,ung. 1-19 ; ger. 2-18,24,Eisenhart-Schule
Jägerstr.,ung. 1-9 ; ger. 34-42,24,Eisenhart-Schule
Jägerstr.,ung. 33-41 ; ger. 2-10,24,Eisenhart-Schule
Kleine Weinmeisterstr.,gesamt,24,Eisenhart-Schule
Kurfürstenstr.,ung. 1-31 ; ger. 36-54,24,Eisenhart-Schule
Kurfürstenstr.,ung. 49-53 ; ger. 2-30,24,Eisenhart-Schule
Leiblstr.,gesamt,24,Eisenhart-Schule
Lindenstr.,ung. 57-65 ; ger. 58-66,24,Eisenhart-Schule
Mangerstr.,ohne HNr.,24,Eisenhart-Schule
Mittelstr.,gesamt,24,Eisenhart-Schule
Persiusstr.,ung. 7-13 ; ger. 8-16,24,Eisenhart-Schule
Puschkinallee,ung. 1-13 ; ger. 2-14C,24,Eisenhart-Schule
Reiterweg,gesamt,24,Eisenhart-Schule
Russische Kolonie,ung. 1-13 ; ger. 2-12,24,Eisenhart-Schule
